approval_threshold,approval_rate,rejection_rate,approved_default_rate,rejected_default_rate,bad_capture_rate
0.3,0.9425333333333333,0.057466666666666666,0.042792474183052764,0.4611368909512761,0.39650872817955113
0.5,0.9787,0.0213,0.05524335002213821,0.5993740219092332,0.1910224438902743
0.7,0.9975666666666667,0.0024333333333333334,0.06522538176228823,0.726027397260274,0.026433915211970076
