base_score,pdo,base_pd,base_logit,factor,score_offset,train_min_score,train_max_score,test_min_score,test_max_score
600,50,0.06684166666666666,-2.6362482513299845,72.13475204444818,599.4384065239319,304.27512363683695,773.49804010709,383.78049731969884,706.1475049429254
